id,Fairing Diameter,Fairing Height,Liftoff Thrust,Payload to GTO,Payload to LEO,Price,Rocket Height,Stages,Status,Strap-ons,base,company,date,link,status,title_1,title_2
500,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1998-01-23 02:48:00+00:00,/launches/details/500,1,Space Shuttle Endeavour,STS-89
1365,1.35 m,4.37 m,554 kN,,225 kg,,20.0 m,3,Retired,0,"Pad 1, Palmachim Airbase, Israel",IAI,1998-01-22 12:56:00+00:00,/launches/details/1365,0,Shavit-1,Ofek-4
1613,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17B, Cape Canaveral SFS, Florida, USA",Boeing,1998-01-10 00:32:00+00:00,/launches/details/1613,1,Delta II 7925,Skynet 4D
4175,,,"1,900 kN",593 kg,,,28.2 m,4,Retired,,"SLC-46, Cape Canaveral SFS, Florida, USA",Lockheed,1998-01-07 02:28:00+00:00,/launches/details/4175,1,Athena II,Lunar Prospector
4827,4.35 m,10.4 m,"9,548 kN","2,500 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",ILS,1997-12-24 23:19:00+00:00,/launches/details/4827,0,Proton-K/Block DM-3,AsiaSat 3
1351,1.33 m,3.34 m,890 kN,0 kg,532 kg,,22.74 m,4,Active,0,"Site 5, Svobodny Cosmodrome, Russia",MITT,1997-12-24 13:32:00+00:00,/launches/details/1351,1,START-1,Earlybird 1
233,1.15 m,2.13 m,561 kN,,,$40.0 million,17.6 m,4,Active,0,"Stargazer, Wallops Flight Facility, Virginia, USA",Northrop,1997-12-23 19:11:00+00:00,/launches/details/233,1,Pegasus XL/HAPS,Orbcomm A1-A8
1069,,,"4,538 kN","3,480 kg",,,58.72 m,3,Retired,2,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-12-22 00:16:00+00:00,/launches/details/1069,1,Ariane 42L,Intelsat 804
1612,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",Boeing,1997-12-20 13:16:00+00:00,/launches/details/1612,1,Delta II 7920-10C,MS-6
5044,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-12-20 08:45:00+00:00,/launches/details/5044,1,Soyuz U,Progress M-37
6028,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,1997-12-15 15:40:00+00:00,/launches/details/6028,1,Soyuz U,Cosmos 2348
1775,3.0 m,10.7 m,"2,650 kN",0 kg,"2,850 kg",,39.65 m,2,Retired,0,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",VKS RF,1997-12-09 07:17:00+00:00,/launches/details/1775,1,Tsyklon-2,Cosmos 2347
4414,,,"2,957 kN","3,933 kg","8,618 kg",,47.5 m,2,Retired,4,"SLC-36B, Cape Canaveral SFS, Florida, USA",ILS,1997-12-08 23:52:00+00:00,/launches/details/4414,1,Atlas IIAS,Galaxy 8i
2912,3.35 m,5.84 m,"2,962 kN",,"2,500 kg",,34.65 m,3,Retired,0,"LC-7, Taiyuan Satellite Launch Center, China",CASC,1997-12-08 07:16:00+00:00,/launches/details/2912,1,Long March 2C/SD,Iridium SV42 & SV44
6704,4.35 m,10.4 m,"9,548 kN","2,500 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",ILS,1997-12-02 23:10:00+00:00,/launches/details/6704,1,Proton-K/Block DM-3,Astra 1G
1068,,,"4,334 kN","3,460 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-12-02 22:52:00+00:00,/launches/details/1068,1,Ariane 44P,JCSAT-5 & Equator S
1430,,,,"3,930 kg","10,060 kg",,49.0 m,2,Retired,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,1997-11-27 21:27:00+00:00,/launches/details/1430,1,H-II,TRMM & Orihime/Hikoboshi
499,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39B, Kennedy Space Center, Florida, USA",NASA,1997-11-19 19:46:00+00:00,/launches/details/499,1,Space Shuttle Columbia,STS-87
6029,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 43/3, Plesetsk Cosmodrome, Russia",VKS RF,1997-11-18 11:14:00+00:00,/launches/details/6029,1,Soyuz U,Resurs-F1M
1067,,,"6,000 kN","4,720 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-11-12 21:48:00+00:00,/launches/details/1067,1,Ariane 44L,Sirius-2 & Cakrawarta-1
6706,4.35 m,10.4 m,"9,548 kN","2,500 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-11-12 17:00:00+00:00,/launches/details/6706,1,Proton-K/Block DM-2M,Kupon 1
1611,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",Boeing,1997-11-09 01:34:00+00:00,/launches/details/1611,1,Delta II 7920-10C,MS-5
4552,5.1 m,,"14,200 kN",,,,63.0 m,3,Retired,2,"SLC-41, Cape Canaveral SFS, Florida, USA",Lockheed,1997-11-08 02:05:00+00:00,/launches/details/4552,1,Titan IV(401)A,NROL-4 (Trumpet)
1610,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",Boeing,1997-11-06 00:30:00+00:00,/launches/details/1610,1,Delta II 7925,USA-134 (GPS IIA-19)
1386,1.0 m,,623 kN,,380 kg,,19.0 m,3,Retired,4,"VLS Pad, Alcântara Launch Center, Maranhão, Brazil",AEB,1997-11-02 12:25:00+00:00,/launches/details/1386,0,VLS-1,SCD-2A
207,,,"11,400 kN","6,900 kg",,,52.0 m,2,Retired,2,"ELA-3, Guiana Space Centre, French Guiana, France",ESA,1997-10-30 13:43:00+00:00,/launches/details/207,0,Ariane 5 G,"MaqSat-H, MaqSat-B & YES"
4413,,,"2,479 kN","3,180 kg","7,316 kg",,47.5 m,2,Retired,0,"SLC-36A, Cape Canaveral SFS, Florida, USA",Lockheed,1997-10-25 00:46:00+00:00,/launches/details/4413,1,Atlas IIA,DSCS IIIB-13
4551,5.1 m,,"14,200 kN",,"17,700 kg",,54.0 m,2,Retired,2,"SLC-4E, Vandenberg SFB, California, USA",Lockheed,1997-10-24 02:32:00+00:00,/launches/details/4551,1,Titan IV(403)A,NROL-3 (Lacrosse)
232,1.15 m,2.13 m,561 kN,,443 kg,$40.0 million,17.6 m,4,Active,0,"Stargazer, Wallops Flight Facility, Virginia, USA",Northrop,1997-10-22 13:13:00+00:00,/launches/details/232,1,Pegasus XL,STEP-4
2786,4.0 m,9.56 m,"5,924 kN","5,100 kg","11,500 kg",,54.84 m,3,Retired,4,"LC-2, Xichang Satellite Launch Center, China",CASC,1997-10-16 19:13:00+00:00,/launches/details/2786,1,Long March 3B,Apstar 2R
4550,5.1 m,,"15,000 kN",,,,62.0 m,3,Retired,2,"SLC-40, Cape Canaveral SFS, Florida, USA",Lockheed,1997-10-15 08:43:00+00:00,/launches/details/4550,1,Titan IV(401)B,Cassini–Huygens
6030,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 43/3, Plesetsk Cosmodrome, Russia",VKS RF,1997-10-09 17:59:00+00:00,/launches/details/6030,1,Soyuz U,Foton 11
4412,,,"2,957 kN","3,933 kg","8,618 kg",,47.5 m,2,Retired,4,"SLC-36B, Cape Canaveral SFS, Florida, USA",ILS,1997-10-05 21:01:00+00:00,/launches/details/4412,1,Atlas IIAS,Echostar 3
5043,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-10-05 15:08:00+00:00,/launches/details/5043,1,Soyuz U,Progress M-36
1919,3.2 m,8.3 m,"6,887 kN","1,410 kg","3,250 kg",$25.0 million,44.5 m,4,Retired,6,"First Launch Pad, Satish Dhawan Space Centre, India",ISRO,1997-09-29 04:47:00+00:00,/launches/details/1919,0,PSLV-G,IRS-1D
1609,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",Boeing,1997-09-27 01:23:00+00:00,/launches/details/1609,1,Delta II 7920-10C,MS-4
497,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1997-09-26 02:34:00+00:00,/launches/details/497,1,Space Shuttle Atlantis,STS-86
4312,2.58 m,8.28 m,"4,391 kN","2,400 kg","6,200 kg",,42.8 m,4,Retired,4,"Site 43/3, Plesetsk Cosmodrome, Russia",VKS RF,1997-09-24 21:30:00+00:00,/launches/details/4312,1,Molniya-M /Block ML,Molniya-1T n°166
1066,,,"4,538 kN","3,480 kg",,,58.72 m,3,Retired,2,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-09-23 23:58:00+00:00,/launches/details/1066,1,Ariane 42L,Intelsat 803
3183,2.44 m,5.72 m,"1,486 kN",0 kg,"1,500 kg",,32.42 m,2,Retired,0,"Site 132/1, Plesetsk Cosmodrome, Russia",VKS RF,1997-09-23 16:44:00+00:00,/launches/details/3183,1,Cosmos-3M,Cosmos 2346 & FAISAT-2V
6709,3.9 m,8.9 m,"9,548 kN","2,500 kg","19,000 kg",,56.14 m,4,Retired,0,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-09-14 01:36:00+00:00,/launches/details/6709,1,Proton-K/Block-DM2,Iridium SV27 to 33
4411,,,"2,957 kN","3,933 kg","8,618 kg",,47.5 m,2,Retired,4,"SLC-36A, Cape Canaveral SFS, Florida, USA",ILS,1997-09-04 12:03:00+00:00,/launches/details/4411,1,Atlas IIAS,GE-3
1065,,,"5,800 kN","4,220 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-09-02 22:21:00+00:00,/launches/details/1065,1,Ariane 44LP,Hotbird 3 & Météosat 7
2785,3.35 m,5.84 m,"2,962 kN",,"2,500 kg",,34.65 m,3,Retired,0,"LC-7, Taiyuan Satellite Launch Center, China",CASC,1997-09-01 14:00:00+00:00,/launches/details/2785,1,Long March 2C/SD,Iridium-MFS 1 & 2
231,1.15 m,2.13 m,561 kN,,443 kg,$40.0 million,17.6 m,4,Active,0,"Stargazer, Vandenberg SFB, California, USA",Northrop,1997-08-29 15:02:00+00:00,/launches/details/231,1,Pegasus XL,FORTE
6703,4.35 m,10.4 m,"9,548 kN","2,500 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",ILS,1997-08-28 00:33:00+00:00,/launches/details/6703,1,Proton-K/Block DM-3,PAS 5
1608,2.4 m,8.49 m,"3,511 kN",,"5,000 kg",,38.1 m,2,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",Boeing,1997-08-25 14:39:00+00:00,/launches/details/1608,1,Delta II 7920-8,Advanced Composition Explorer
4174,,,"1,900 kN",,820 kg,,18.9 m,3,Retired,,"SLC-6, Vandenberg SFB, California, USA",Lockheed,1997-08-23 06:51:00+00:00,/launches/details/4174,1,Athena I,Lewis
1607,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",Boeing,1997-08-21 00:38:00+00:00,/launches/details/1607,1,Delta II 7920-10C,MS-3
2784,4.0 m,9.56 m,"5,924 kN","5,100 kg","11,500 kg",,54.84 m,3,Retired,4,"LC-2, Xichang Satellite Launch Center, China",CASC,1997-08-19 17:50:00+00:00,/launches/details/2784,1,Long March 3B,Agila 2
6707,4.35 m,10.4 m,"9,548 kN","2,400 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-08-14 20:49:00+00:00,/launches/details/6707,0,Proton K/Block-DM-2,Cosmos 2345
1064,,,"4,334 kN","3,460 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-08-08 06:46:00+00:00,/launches/details/1064,1,Ariane 44P,Panamsat 6
496,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1997-08-07 14:41:00+00:00,/launches/details/496,1,Space Shuttle Discovery,STS-85
6033,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-08-05 15:35:00+00:00,/launches/details/6033,1,Soyuz U,Soyuz TM-26
229,1.15 m,2.13 m,561 kN,,443 kg,$40.0 million,17.6 m,4,Active,0,"Stargazer, Base Aerea de Gando, Gran Canaria",Northrop,1997-08-01 20:20:00+00:00,/launches/details/229,1,Pegasus XL,OrbView-2
4410,,,"2,957 kN","3,933 kg","8,618 kg",,47.5 m,2,Retired,4,"SLC-36B, Cape Canaveral SFS, Florida, USA",ILS,1997-07-28 01:15:00+00:00,/launches/details/4410,1,Atlas IIAS,Superbird C
1606,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",Boeing,1997-07-23 03:43:00+00:00,/launches/details/1606,1,Delta II 7925,USA-132 (GPS IIR-2)
1605,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",Boeing,1997-07-09 13:04:00+00:00,/launches/details/1605,1,Delta II 7920-10C,MS-2
5042,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-07-05 04:11:00+00:00,/launches/details/5042,1,Soyuz U,Progress M-35
495,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1997-07-01 18:02:00+00:00,/launches/details/495,1,Space Shuttle Columbia,STS-94
1063,,,"4,334 kN","3,460 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-06-25 23:44:00+00:00,/launches/details/1063,1,Ariane 44P,Intelsat 802
6708,3.9 m,8.9 m,"9,548 kN","2,500 kg","19,000 kg",,56.14 m,4,Retired,0,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-06-18 14:02:00+00:00,/launches/details/6708,1,Proton-K/Block-DM2,Iridium SV09 to 14 & 16
2783,3.0 m,7.27 m,"2,804 kN","1,500 kg","5,000 kg",,46.6 m,3,Retired,0,"LC-3, Xichang Satellite Launch Center, China",CASC,1997-06-10 12:01:00+00:00,/launches/details/2783,1,Long March 3,Fengyun-2A
6705,4.35 m,10.4 m,"9,548 kN","2,500 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-06-06 16:56:00+00:00,/launches/details/6705,1,Proton-K/Block DM-5,Cosmos 2344
1062,,,"6,000 kN","4,720 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-06-03 23:20:00+00:00,/launches/details/1062,1,Ariane 44L,Inmarsat 3 F4 & Insat 2D
6702,4.35 m,10.4 m,"9,548 kN","2,500 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",ILS,1997-05-24 17:00:00+00:00,/launches/details/6702,1,Proton-K/Block DM-4,Telstar 5
1604,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",Boeing,1997-05-20 22:39:00+00:00,/launches/details/1604,1,Delta II 7925,Telenor Thor II
1306,3.9 m,13.65 m,"7,257 kN","4,500 kg","13,500 kg",,57.0 m,2,Retired,0,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",VKS RF,1997-05-20 07:07:00+00:00,/launches/details/1306,0,Zenit-2,Tselina-2 n°19
6031,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",VKS RF,1997-05-15 12:09:00+00:00,/launches/details/6031,1,Soyuz U,Cosmos 2343
494,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1997-05-15 08:07:00+00:00,/launches/details/494,1,Space Shuttle Atlantis,STS-84
3935,2.58 m,7.81 m,"4,391 kN","2,400 kg","6,200 kg",,44.23 m,4,Retired,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,1997-05-14 00:33:00+00:00,/launches/details/3935,1,Molniya-M /Block 2BL,Cosmos 2342
2782,3.35 m,8.89 m,"2,962 kN","2,600 kg","8,500 kg",$69.7 million,52.52 m,3,Active,0,"LC-2, Xichang Satellite Launch Center, China",CASC,1997-05-11 16:17:00+00:00,/launches/details/2782,1,Long March 3A,ChinaSat-6
1603,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",Boeing,1997-05-05 14:55:00+00:00,/launches/details/1603,1,Delta II 7920-10C,MS-1
4388,,,,,,,43.9 m,2,Retired,0,"SLC-36B, Cape Canaveral SFS, Florida, USA",Lockheed,1997-04-25 05:49:00+00:00,/launches/details/4388,1,Atlas I,GOES-K
228,1.15 m,2.13 m,561 kN,,443 kg,$40.0 million,17.6 m,4,Active,0,"Stargazer, Base Aerea de Gando, Gran Canaria",Northrop,1997-04-21 11:59:00+00:00,/launches/details/228,1,Pegasus XL,MiniSat & Celestis space burial
3182,2.44 m,5.72 m,"1,486 kN",0 kg,"1,500 kg",,32.42 m,2,Retired,0,"Site 132/1, Plesetsk Cosmodrome, Russia",VKS RF,1997-04-17 13:03:00+00:00,/launches/details/3182,1,Cosmos-3M,Cosmos 2341
1061,,,"5,800 kN","4,220 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-04-16 23:08:00+00:00,/launches/details/1061,1,Ariane 44LP,Thaicom 3 & BSAT 1a
3936,2.58 m,7.81 m,"4,391 kN","2,400 kg","6,200 kg",,44.23 m,4,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,1997-04-09 08:58:00+00:00,/launches/details/3936,1,Molniya-M /Block 2BL,Cosmos 2340
5041,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-04-06 16:04:00+00:00,/launches/details/5041,1,Soyuz U,Progress M-34
493,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1997-04-04 19:20:00+00:00,/launches/details/493,1,Space Shuttle Columbia,STS-83
1267,3.05 m,9.1 m,"1,900 kN",,"3,600 kg",$35.0 million,42.9 m,2,Retired,,"SLC-4W, Vandenberg SFB, California, USA",Lockheed,1997-04-04 16:47:00+00:00,/launches/details/1267,1,Titan II(23)G,USA-131
4409,,,"2,479 kN","3,180 kg","7,316 kg",,47.5 m,2,Retired,0,"SLC-36A, Cape Canaveral SFS, Florida, USA",ILS,1997-03-08 06:01:00+00:00,/launches/details/4409,1,Atlas IIA,Tempo 2
1352,1.33 m,3.34 m,890 kN,0 kg,532 kg,,22.74 m,4,Active,0,"Site 5, Svobodny Cosmodrome, Russia",MITT,1997-03-04 02:00:00+00:00,/launches/details/1352,1,START-1,Zeya
1059,,,"4,334 kN","3,460 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-03-01 01:07:00+00:00,/launches/details/1059,1,Ariane 44P,Intelsat 801
4549,5.1 m,,"15,000 kN",,,,54.0 m,4,Retired,2,"SLC-40, Cape Canaveral SFS, Florida, USA",Lockheed,1997-02-23 20:20:00+00:00,/launches/details/4549,1,Titan IV(402)B,DSP
4408,,,"2,957 kN","3,933 kg","8,618 kg",,47.5 m,2,Retired,4,"SLC-36B, Cape Canaveral SFS, Florida, USA",ILS,1997-02-17 01:42:00+00:00,/launches/details/4408,1,Atlas IIAS,JCSAT-4
1889,2.7 m,9.54 m,"3,032 kN",0 kg,"4,100 kg",,39.27 m,3,Retired,0,"Site 32/2, Plesetsk Cosmodrome, Russia",VKS RF,1997-02-14 03:47:00+00:00,/launches/details/1889,1,Tsyklon-3,Cosmos 2337 to 2339 & Goniets n°4 to 6
1433,,,"3,780 kN",,"1,800 kg",,30.7 m,4,Retired,0,"Mu Pad, Uchinoura Space Center, Japan",ISAS,1997-02-12 04:50:00+00:00,/launches/details/1433,1,Mu-V/M-24,Haruka
492,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1997-02-11 08:55:00+00:00,/launches/details/492,1,Space Shuttle Discovery,STS-82
6032,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1997-02-10 14:09:00+00:00,/launches/details/6032,1,Soyuz U,Soyuz TM-25
1058,,,"6,000 kN","4,720 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1997-01-30 22:04:00+00:00,/launches/details/1058,1,Ariane 44L,GE-2 & Nahuel 1A
1602,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",Boeing,1997-01-17 16:28:00+00:00,/launches/details/1602,0,Delta II 7925,GPS IIR-1
491,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39B, Kennedy Space Center, Florida, USA",NASA,1997-01-12 09:27:00+00:00,/launches/details/491,1,Space Shuttle Atlantis,STS-81
6024,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,1996-12-24 13:50:00+00:00,/launches/details/6024,1,Soyuz U,Bion 11
4548,5.1 m,,"14,200 kN",,"17,700 kg",,54.0 m,2,Retired,2,"SLC-4E, Vandenberg SFB, California, USA",Lockheed,1996-12-20 18:04:00+00:00,/launches/details/4548,1,Titan IV(404)A,NROL-2 (KH-11 Kennen)
3181,2.44 m,5.72 m,"1,486 kN",0 kg,"1,500 kg",,32.42 m,2,Retired,0,"Site 132/1, Plesetsk Cosmodrome, Russia",VKS RF,1996-12-20 06:43:00+00:00,/launches/details/3181,1,Cosmos-3M,Cosmos 2336
4407,,,"2,479 kN","3,180 kg","7,316 kg",,47.5 m,2,Retired,0,"SLC-36B, Cape Canaveral SFS, Florida, USA",ILS,1996-12-18 01:57:00+00:00,/launches/details/4407,1,Atlas IIA,Inmarsat 3-F3
1774,3.0 m,10.7 m,"2,650 kN",0 kg,"2,850 kg",,39.65 m,2,Retired,0,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",VKS RF,1996-12-11 12:00:00+00:00,/launches/details/1774,1,Tsyklon-2,Cosmos 2335
1601,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17B, Cape Canaveral SFS, Florida, USA",Boeing,1996-12-04 06:58:00+00:00,/launches/details/1601,1,Delta II 7925,Mars Pathfinder
4406,,,"2,479 kN","3,180 kg","7,316 kg",,47.5 m,2,Retired,0,"SLC-36A, Cape Canaveral SFS, Florida, USA",ILS,1996-11-21 20:47:00+00:00,/launches/details/4406,1,Atlas IIA,Hot Bird 2
5040,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1996-11-19 23:20:00+00:00,/launches/details/5040,1,Soyuz U,Progress M-33
490,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39B, Kennedy Space Center, Florida, USA",NASA,1996-11-19 19:55:00+00:00,/launches/details/490,1,Space Shuttle Columbia,STS-80
6699,3.9 m,10.4 m,"9,548 kN","9,000 kg","19,000 kg",,56.14 m,4,Retired,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1996-11-16 20:48:00+00:00,/launches/details/6699,0,Proton-K/Block D-2,Mars 96
1056,,,"6,000 kN","4,720 kg",,,58.72 m,3,Retired,4,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1996-11-13 22:40:00+00:00,/launches/details/1056,1,Ariane 44L,Arabsat-2B & Measat-2
1600,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",Boeing,1996-11-07 17:00:00+00:00,/launches/details/1600,1,Delta II 7925,Mars Global Surveyor
226,1.15 m,2.13 m,561 kN,,443 kg,$40.0 million,17.6 m,4,Active,0,"Stargazer, Vandenberg SFB, California, USA",Northrop,1996-11-04 17:08:00+00:00,/launches/details/226,0,Pegasus XL,HETE & SAC-B
3943,2.58 m,8.28 m,"4,391 kN","2,400 kg","6,200 kg",,42.8 m,4,Retired,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,1996-10-24 11:37:00+00:00,/launches/details/3943,1,Molniya-M /Block ML,Molniya-3 n°165
2781,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",CASC,1996-10-20 07:20:00+00:00,/launches/details/2781,1,Long March 2D,FSW-2 3
6697,4.35 m,10.4 m,"9,548 kN","2,500 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,1996-09-26 17:50:00+00:00,/launches/details/6697,1,Proton-K/Block DM-2M,Ekspress 2
489,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,1996-09-16 08:54:00+00:00,/launches/details/489,1,Space Shuttle Atlantis,STS-79
1599,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",Boeing,1996-09-12 08:49:00+00:00,/launches/details/1599,1,Delta II 7925,USA-128 (GPS IIA-18)
1055,,,"4,334 kN","2,930 kg",,,58.72 m,3,Retired,2,"ELA-2, Guiana Space Centre, French Guiana, France",Arianespace,1996-09-11 00:00:00+00:00,/launches/details/1055,1,Ariane 42P,Echostar 2
