id,Fairing Diameter,Fairing Height,Liftoff Thrust,Payload to GTO,Payload to LEO,Price,Rocket Height,Stages,Status,Strap-ons,base,company,date,link,status,title_1,title_2
522,4.2 m,13.8 m,"3,826 kN","4,750 kg","9,797 kg",$109.0 million,58.3 m,2,Active,0,"SLC-3E, Vandenberg SFB, California, USA",ULA,2015-10-08 12:49:00+00:00,/launches/details/522,1,Atlas V 401,NROL-55
6133,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2015-10-07 04:13:00+00:00,/launches/details/6133,1,Long March 2D,Jilin-1A to 1D
523,4.2 m,13.8 m,"7,152 kN","6,890 kg","13,600 kg",$123.0 million,58.3 m,2,Active,2,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2015-10-02 10:28:00+00:00,/launches/details/523,1,Atlas V 421,Morelos-3
5393,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-10-01 16:49:00+00:00,/launches/details/5393,1,Soyuz U,Progress M-29M
759,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2015-09-30 20:30:00+00:00,/launches/details/759,1,Ariane 5 ECA,NBN Co 1A & ARSAT-2
6132,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-3, Xichang Satellite Launch Center, China",CASC,2015-09-29 23:13:00+00:00,/launches/details/6132,1,Long March 3B/E,Beidou-3 I2-S
2104,3.2 m,8.3 m,"7,661 kN","1,410 kg","3,250 kg",$31.0 million,44.0 m,4,Active,6,"First Launch Pad, Satish Dhawan Space Centre, India",ISRO,2015-09-28 04:30:00+00:00,/launches/details/2104,1,PSLV-XL,Astrosat & Rideshares
1905,2.0 m,5.0 m,"1,176 kN",2 kg,530 kg,$5.3 million,20.8 m,4,Active,0,"Site 95, Jiuquan Satellite Launch Center, China",CASC,2015-09-25 01:41:00+00:00,/launches/details/1905,1,Long March 11,Pujian 1 & Others
2625,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",VKS RF,2015-09-23 21:59:00+00:00,/launches/details/2625,1,Rokot/Briz KM,Cosmos 2507 to 2509
2291,2.6 m,6.145 m,"1,188 kN",0 kg,"1,080 kg",$19.0 million,29.24 m,3,Active,0,"LC-16, Taiyuan Satellite Launch Center, China",CASC,2015-09-19 23:01:00+00:00,/launches/details/2291,1,Long March 6,XY 2 & Others
6415,4.35 m,10.0 m,"10,027 kN","6,000 kg","21,000 kg",$65.0 million,57.24 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-09-14 19:00:00+00:00,/launches/details/6415,1,Proton-M/DM-3,Ekspress-AM8
6131,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2015-09-14 04:42:00+00:00,/launches/details/6131,1,Long March 2D,Gaofen 9
6130,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2015-09-12 15:42:00+00:00,/launches/details/6130,1,Long March 3B/E,TJSW-1
1329,4.11 m,11.43 m,"4,317 kN","3,250 kg","9,000 kg",$30.0 million,46.94 m,4,Active,4,"ELS, Guiana Space Centre, French Guiana, France",Arianespace,2015-09-11 02:08:00+00:00,/launches/details/1329,1,Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06
524,5.4 m,26.5 m,"12,141 kN","8,900 kg","18,850 kg",$153.0 million,62.2 m,2,Active,5,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2015-09-02 10:18:00+00:00,/launches/details/524,1,Atlas V 551,MUOS-4
6162,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-09-02 04:37:00+00:00,/launches/details/6162,1,Soyuz FG,Soyuz TMA-18M
6414,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2015-08-28 11:43:00+00:00,/launches/details/6414,1,Proton-M/Briz-M,Inmarsat-5 F3
1160,4.0 m,7.8 m,"7,887 kN","2,500 kg","5,000 kg",$47.0 million,51.7 m,3,Active,4,"Second Launch Pad, Satish Dhawan Space Centre, India",ISRO,2015-08-27 11:22:00+00:00,/launches/details/1160,1,GSLV Mk II,GSAT-6
6142,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2015-08-27 02:31:00+00:00,/launches/details/6142,1,Long March 4C,Yaogan 27
758,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2015-08-20 20:34:00+00:00,/launches/details/758,1,Ariane 5 ECA,Eutelsat 8 West B & Intelsat 34
468,5.1 m,15.0 m,,"8,000 kg","16,500 kg",$112.5 million,56.6 m,2,Retired,4,"LA-Y2, Tanegashima Space Center, Japan",MHI,2015-08-19 11:50:00+00:00,/launches/details/468,1,H-IIB,HTV-5
6127,4.0 m,10.8 m,"5,986 kN","5,550 kg","12,000 kg",,54.84 m,4,Active,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2015-07-25 12:29:00+00:00,/launches/details/6127,1,Long March 3B/YZ-1,Beidou-3 M1-S & M2-S
149,5.1 m,19.1 m,"6,653 kN","6,890 kg","11,600 kg",,66.4 m,2,Retired,4,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2015-07-24 00:07:00+00:00,/launches/details/149,1,"Delta IV Medium+ (5,4)",WGS-7
6163,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-07-22 21:02:00+00:00,/launches/details/6163,1,Soyuz FG,Soyuz TMA-17M
757,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2015-07-15 21:42:00+00:00,/launches/details/757,1,Ariane 5 ECA,Star One C4 & MSG-4
525,4.2 m,13.8 m,"3,826 kN","4,750 kg","9,797 kg",$109.0 million,58.3 m,2,Active,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2015-07-15 15:36:00+00:00,/launches/details/525,1,Atlas V 401,GPS IIF-10
2103,3.2 m,8.3 m,"7,661 kN","1,410 kg","3,250 kg",$31.0 million,44.0 m,4,Active,6,"First Launch Pad, Satish Dhawan Space Centre, India",ISRO,2015-07-10 16:28:00+00:00,/launches/details/2103,1,PSLV-XL,UK-DMC3A/B/C & Rideshares
5392,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-07-03 04:55:00+00:00,/launches/details/5392,1,Soyuz U,Progress M-28M
27,5.2 m,13.0 m,"5,885 kN","4,850 kg","13,150 kg",$56.5 million,68.4 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2015-06-28 14:21:00+00:00,/launches/details/27,0,Falcon 9 Block 2 (v1.1),CRS SpX-7
6128,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2015-06-26 06:22:00+00:00,/launches/details/6128,1,Long March 4B,Gaofen 8
6101,4.11 m,8.36 m,"4,550 kN",0 kg,"8,020 kg",$20.0 million,44.08 m,3,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2015-06-23 16:43:00+00:00,/launches/details/6101,1,Soyuz 2.1b,Cosmos 2506
534,2.6 m,7.88 m,"2,200 kN",,"1,436 kg",$37.0 million,29.9 m,4,Active,0,"ELV-1, Guiana Space Centre, French Guiana, France",Arianespace,2015-06-23 01:51:00+00:00,/launches/details/534,1,Vega,Sentinel 2A
6079,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2015-06-05 15:23:00+00:00,/launches/details/6079,1,Soyuz 2.1a,Cosmos 2505
756,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2015-05-27 21:16:00+00:00,/launches/details/756,1,Ariane 5 ECA,DirecTV-15 & Sky Mexico 1
526,5.4 m,26.5 m,"3,826 kN","3,780 kg","8,210 kg",$120.0 million,62.2 m,2,Retired,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2015-05-20 15:05:00+00:00,/launches/details/526,1,Atlas V 501,OTV-4
6419,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2015-05-16 05:47:00+00:00,/launches/details/6419,0,Proton-M/Briz-M,MexSat-1
2588,,,490 kN,0 kg,0 kg,,18.0 m,2,Active,0,"Launch Site One, West Texas, Texas, USA",Blue Origin,2015-04-29 15:00:00+00:00,/launches/details/2588,1,New Shepard,Mission 1
5391,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-04-28 07:09:00+00:00,/launches/details/5391,0,Soyuz 2.1a,Progress M-27M
26,5.2 m,13.0 m,"5,885 kN","4,850 kg","13,150 kg",$56.5 million,68.4 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2015-04-27 23:03:00+00:00,/launches/details/26,1,Falcon 9 Block 2 (v1.1),TürkmenÄlem52E/MonacoSat
755,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2015-04-26 20:00:00+00:00,/launches/details/755,1,Ariane 5 ECA,Thor 7 & SICRAL-2
25,5.2 m,13.0 m,"5,885 kN","4,850 kg","13,150 kg",$56.5 million,68.4 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2015-04-14 20:10:00+00:00,/launches/details/25,1,Falcon 9 Block 2 (v1.1),CRS SpX-6
2626,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",VKS RF,2015-03-31 13:47:00+00:00,/launches/details/2626,1,Rokot/Briz KM,Cosmos 2504 & Goniets-M n°21L to 23L
6126,4.2 m,9.78 m,"5,923 kN","3,500 kg","7,500 kg",$20.0 million,55.64 m,4,Active,2,"LC-2, Xichang Satellite Launch Center, China",CASC,2015-03-30 13:52:00+00:00,/launches/details/6126,1,Long March 3C/YZ-1,Beidou-3 I1S
2102,3.2 m,8.3 m,"7,661 kN","1,410 kg","3,250 kg",$31.0 million,44.0 m,4,Active,6,"Second Launch Pad, Satish Dhawan Space Centre, India",ISRO,2015-03-28 11:49:00+00:00,/launches/details/2102,1,PSLV-XL,IRNSS-1D
1330,4.11 m,11.43 m,"4,317 kN","3,250 kg","9,000 kg",$30.0 million,46.94 m,4,Active,4,"ELS, Guiana Space Centre, French Guiana, France",Arianespace,2015-03-27 21:46:00+00:00,/launches/details/1330,1,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04
6164,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-03-27 19:42:00+00:00,/launches/details/6164,1,Soyuz FG,Soyuz TMA-16M
1464,4.07 m,12.0 m,,"4,100 kg","10,000 kg",$90.0 million,53.0 m,2,Active,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,2015-03-26 01:21:00+00:00,/launches/details/1464,1,H-IIA 202,IGS-Optical 5
3271,3.0 m,7.45 m,"4,166 kN",500 kg,"4,500 kg",$29.0 million,34.3 m,3,Retired,0,"Site 370/13, Yasny Cosmodrome, Russia",Kosmotras,2015-03-25 22:08:00+00:00,/launches/details/3271,1,Dnepr,KompSat-3A
150,4.0 m,11.75 m,"4,895 kN","6,390 kg","10,440 kg",$164.0 million,62.5 m,2,Retired,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2015-03-25 18:36:00+00:00,/launches/details/150,1,"Delta IV Medium+ (4,2)",GPS IIF-9
6418,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-03-18 22:04:00+00:00,/launches/details/6418,1,Proton-M/Briz-M,Ekspress-AM7
527,4.2 m,13.8 m,"7,152 kN","6,890 kg","13,600 kg",$123.0 million,58.3 m,2,Active,2,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2015-03-13 02:44:00+00:00,/launches/details/527,1,Atlas V 421,MMS
24,5.2 m,13.0 m,"5,885 kN","4,850 kg","13,150 kg",$56.5 million,68.4 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2015-03-02 03:50:00+00:00,/launches/details/24,1,Falcon 9 Block 2 (v1.1),ABS-3A & EUTELSAT 115 West B
6080,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2015-02-27 11:01:00+00:00,/launches/details/6080,1,Soyuz 2.1a,Cosmos 2503
5390,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2015-02-17 11:00:00+00:00,/launches/details/5390,1,Soyuz U,Progress M-26M
23,5.2 m,13.0 m,"5,885 kN","4,850 kg","13,150 kg",$56.5 million,68.4 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2015-02-11 23:03:00+00:00,/launches/details/23,1,Falcon 9 Block 2 (v1.1),DSCOVR
533,2.6 m,7.88 m,"2,200 kN",,"1,436 kg",$37.0 million,29.9 m,4,Active,0,"ELV-1, Guiana Space Centre, French Guiana, France",Arianespace,2015-02-11 13:40:00+00:00,/launches/details/533,1,Vega,IXV & AVUM VV04
1380,1.25 m,2.0 m,334 kN,0 kg,50 kg,,22.6 m,2,Active,0,"Imam Khomeini Spaceport, Semnan Space Center, Iran",ISA,2015-02-02 08:52:00+00:00,/launches/details/1380,1,Safir-1B+,Fajr
6412,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2015-02-01 12:30:00+00:00,/launches/details/6412,1,Proton-M/Briz-M,Inmarsat-5 F2
1463,4.07 m,12.0 m,,"4,100 kg","10,000 kg",$90.0 million,53.0 m,2,Active,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,2015-02-01 01:21:00+00:00,/launches/details/1463,1,H-IIA 202,IGS-Radar 5
1235,3.0 m,8.9 m,"2,533 kN",,"2,703 kg",,38.9 m,2,Retired,3,"SLC-2W, Vandenberg SFB, California, USA",ULA,2015-01-31 14:22:00+00:00,/launches/details/1235,1,Delta II 7320-10C,SMAP / ELaNa X
528,5.4 m,26.5 m,"12,141 kN","8,900 kg","18,850 kg",$153.0 million,62.2 m,2,Active,5,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2015-01-21 01:04:00+00:00,/launches/details/528,1,Atlas V 551,MUOS-3
22,5.2 m,13.0 m,"5,885 kN","4,850 kg","13,150 kg",$56.5 million,68.4 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2015-01-10 09:47:00+00:00,/launches/details/22,1,Falcon 9 Block 2 (v1.1),CRS SpX-5
5613,3.35 m,8.89 m,"2,962 kN","2,600 kg","8,500 kg",$69.7 million,52.52 m,3,Active,0,"LC-2, Xichang Satellite Launch Center, China",CASC,2014-12-31 01:02:00+00:00,/launches/details/5613,1,Long March 3A,Fengyun-2G
6404,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2014-12-27 21:37:00+00:00,/launches/details/6404,1,Proton-M/Briz-M,Astra 2G
5612,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2014-12-27 03:22:00+00:00,/launches/details/5612,1,Long March 4B,Yaogan 26
6097,4.11 m,8.36 m,"4,550 kN",0 kg,"8,020 kg",$20.0 million,44.08 m,3,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",VKS RF,2014-12-26 18:55:00+00:00,/launches/details/6097,1,Soyuz 2.1b,Resurs-P n°02
6100,4.11 m,8.36 m,"4,550 kN",0 kg,"8,020 kg",$20.0 million,44.08 m,3,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2014-12-25 03:01:00+00:00,/launches/details/6100,1,Soyuz 2.1b,Cosmos 2502
1013,4.35 m,15.2 m,"9,610 kN","5,400 kg","23,000 kg",$100.0 million,55.4 m,3,Active,4,"Site 35/1, Plesetsk Cosmodrome, Russia",VKS RF,2014-12-23 05:57:00+00:00,/launches/details/1013,1,Angara A5/Briz-M,MGM n°1
1493,2.5 m,7.6 m,"1,870 kN",0 kg,"1,850 kg",,27.36 m,3,Retired,0,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",VKS RF,2014-12-19 04:43:00+00:00,/launches/details/1493,1,Strela,Kondor-E
1335,4.11 m,11.43 m,"4,317 kN","3,250 kg","9,000 kg",$30.0 million,46.94 m,4,Active,4,"ELS, Guiana Space Centre, French Guiana, France",Arianespace,2014-12-18 18:37:00+00:00,/launches/details/1335,1,Soyuz ST-B/Fregat-MT,O3b FM09-FM12
3077,5.0 m,,"11,898 kN","4,000 kg","10,000 kg",$62.0 million,43.4 m,3,Active,2,"Second Launch Pad, Satish Dhawan Space Centre, India",ISRO,2014-12-18 04:00:00+00:00,/launches/details/3077,1,GSLV Mk III,CARE (Demo Flight)
6409,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",ILS,2014-12-15 00:16:00+00:00,/launches/details/6409,1,Proton-M/Briz-M,Yamal 401
900,5.4 m,26.5 m,"10,478 kN","8,290 kg","17,410 kg",$145.0 million,62.2 m,2,Active,4,"SLC-3E, Vandenberg SFB, California, USA",ULA,2014-12-13 03:19:00+00:00,/launches/details/900,1,Atlas V 541,NROL-35
5611,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2014-12-10 19:33:00+00:00,/launches/details/5611,1,Long March 4C,"Yaogan-25 1, 2 & 3"
5610,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2014-12-07 03:26:00+00:00,/launches/details/5610,1,Long March 4B,CBERS-4
651,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2014-12-06 20:40:00+00:00,/launches/details/651,1,Ariane 5 ECA,DirecTV-14 & GSAT-16
135,5.1 m,19.1 m,"9,411 kN","13,810 kg","28,370 kg",$350.0 million,72.0 m,2,Active,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2014-12-05 12:05:00+00:00,/launches/details/135,1,Delta IV Heavy,EFT-1
966,4.07 m,12.0 m,,"4,100 kg","10,000 kg",$90.0 million,53.0 m,2,Active,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,2014-12-03 04:22:00+00:00,/launches/details/966,1,H-IIA 202,Hayabusa 2 & Others
6098,4.11 m,11.43 m,"4,550 kN","3,250 kg","7,500 kg",$25.0 million,46.94 m,4,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2014-11-30 21:52:00+00:00,/launches/details/6098,1,Soyuz 2.1b/Fregat-M,Cosmos 2501
6165,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2014-11-23 21:01:00+00:00,/launches/details/6165,1,Soyuz FG,Soyuz TMA-15M
4172,1.0 m,3.1 m,500 kN,0 kg,100 kg,,13.6 m,4,Retired,0,"Site 95, Jiuquan Satellite Launch Center, China",CASIC,2014-11-21 06:37:00+00:00,/launches/details/4172,1,Kuaizhou 1,Kuaizhou 2
5609,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2014-11-20 07:12:00+00:00,/launches/details/5609,1,Long March 2D,Yaogan 24
